engine,suite,case,joins,broadcast_join,partitioned_join,runtime_filter_build,runtime_filter_probe,scan,agg,local_agg,global_agg,sort_topn,broadcast_exchange,shuffle_exchange,gather_exchange,iceberg_metrics,minmax,cost_header,max_est_rows
novarocks,tpc-h,q5,5,5,0,5,3,6,2,1,1,1,5,1,1,0,6,0,4860984
novarocks,tpc-h,q6,0,0,0,0,0,1,2,1,1,0,0,0,1,0,1,0,904713
novarocks,tpc-h,q7,5,3,2,3,3,6,2,1,1,1,3,5,1,0,6,0,1992241
novarocks,tpc-h,q8,7,6,1,6,5,8,2,1,1,1,6,3,1,0,8,0,4374886
novarocks,tpc-h,q9,5,4,1,4,3,6,2,1,1,1,4,3,1,0,6,0,4374886
novarocks,tpc-ds,q1,4,4,0,3,2,4,4,2,2,2,4,2,1,0,4,0,39878266
novarocks,tpc-ds,q10,7,7,0,7,5,9,2,1,1,2,7,1,0,0,9,0,2626419
novarocks,tpc-ds,q11,7,7,0,7,2,6,4,2,2,2,7,2,1,0,6,0,176776695296637
novarocks,tpc-ds,q12,2,2,0,2,1,3,2,1,1,3,2,2,0,0,0,0,647276
novarocks,tpc-ds,q13,5,5,0,5,4,6,2,1,1,0,5,0,1,0,6,0,182421
novarocks,tpc-ds,q14.s1,19,15,4,18,9,25,9,4,4,1,15,13,9,0,25,0,4903874
novarocks,tpc-ds,q14.s2,19,16,3,18,9,24,4,1,1,1,16,8,8,0,24,0,4903874
novarocks,tpc-ds,q15,3,3,0,3,1,4,2,1,1,2,3,1,0,0,4,0,1427374
novarocks,tpc-ds,q16,5,4,1,4,1,6,4,1,1,1,4,3,1,0,6,0,1420222
novarocks,tpc-ds,q17,7,7,0,7,7,8,1,0,0,1,7,0,1,0,8,0,2031359
novarocks,tpc-ds,q18,6,6,0,6,3,7,2,1,1,2,6,1,0,0,7,0,1728720
novarocks,tpc-ds,q19,5,5,0,5,3,6,2,1,1,2,5,1,0,0,6,0,2257066
novarocks,tpc-ds,q2,4,4,0,3,2,5,2,1,1,1,4,1,2,0,5,0,7676602377121
novarocks,tpc-ds,q20,2,2,0,2,1,3,2,1,1,3,2,2,0,0,0,0,1290931
novarocks,tpc-ds,q21,3,3,0,3,1,4,2,1,1,2,3,1,0,0,4,0,8562105
novarocks,tpc-ds,q22,2,2,0,2,1,3,2,1,1,2,2,1,0,0,3,0,42532172
novarocks,tpc-ds,q23.s1,11,11,0,11,5,12,10,5,5,0,11,3,4,0,12,0,2750652
novarocks,tpc-ds,q23.s2,13,13,0,13,7,14,12,6,6,2,13,5,3,0,14,0,2750652
novarocks,tpc-ds,q24.s1,5,5,0,5,5,6,5,2,2,1,5,1,3,0,6,0,2127445
novarocks,tpc-ds,q24.s2,5,5,0,5,5,6,5,2,2,1,5,1,3,0,6,0,2127445
novarocks,tpc-ds,q25,7,7,0,7,6,8,2,1,1,2,7,1,0,0,8,0,2031359
novarocks,tpc-ds,q26,4,4,0,4,1,5,2,1,1,2,4,1,0,0,5,0,1278082
novarocks,tpc-ds,q27,4,4,0,4,1,5,2,1,1,2,4,1,0,0,5,0,2257109
novarocks,tpc-ds,q28,0,0,0,0,0,6,21,5,5,0,0,5,6,0,6,0,445717
novarocks,tpc-ds,q29,7,7,0,7,6,8,2,1,1,2,7,1,0,0,8,0,2031359
novarocks,tpc-ds,q3,2,2,0,2,1,3,2,1,1,2,2,1,0,0,3,0,2475280
novarocks,tpc-ds,q30,5,5,0,4,3,5,4,2,2,2,5,2,1,0,5,0,90213723
novarocks,tpc-ds,q31,9,9,0,9,2,6,4,2,2,1,9,2,2,0,6,0,92720750319171
novarocks,tpc-ds,q32,4,3,1,3,3,5,4,2,2,0,3,2,1,0,5,0,1434368
novarocks,tpc-ds,q33,12,12,0,12,3,15,8,4,4,2,12,4,0,0,15,0,2363586
novarocks,tpc-ds,q34,4,4,0,4,2,5,2,1,1,1,4,1,1,0,5,0,2507765
novarocks,tpc-ds,q35,7,7,0,7,4,9,2,1,1,2,7,1,0,0,9,0,2626419
novarocks,tpc-ds,q36,3,3,0,3,1,4,1,0,0,2,3,0,1,0,4,0,2363535
novarocks,tpc-ds,q37,3,3,0,3,3,4,2,1,1,2,3,1,0,0,4,0,4294381
novarocks,tpc-ds,q38,6,6,0,6,3,9,8,4,4,0,6,3,1,0,9,0,2626419
novarocks,tpc-ds,q39.s1,4,4,0,4,1,4,1,0,0,1,4,0,3,0,4,0,13452100
novarocks,tpc-ds,q39.s2,4,4,0,4,1,4,1,0,0,1,4,0,3,0,4,0,9512071
novarocks,tpc-ds,q4,11,11,0,11,3,9,6,3,3,2,11,3,1,0,9,0,250000000000000
novarocks,tpc-ds,q40,4,4,0,3,0,5,2,1,1,2,4,1,0,0,5,0,1284532
novarocks,tpc-ds,q41,1,1,0,0,0,2,4,2,2,2,1,2,0,0,2,0,11602
novarocks,tpc-ds,q42,2,2,0,2,1,3,2,1,1,2,2,1,0,0,3,0,2475280
novarocks,tpc-ds,q43,2,2,0,2,1,3,2,1,1,2,2,1,0,0,3,0,2626150
novarocks,tpc-ds,q44,3,3,0,3,2,6,8,4,4,4,3,4,4,0,6,0,480067
novarocks,tpc-ds,q45,5,5,0,4,2,8,3,1,1,1,5,1,3,0,8,0,647125
novarocks,tpc-ds,q46,6,6,0,6,2,7,2,1,1,2,6,1,0,0,7,0,2286736
novarocks,tpc-ds,q47,5,5,0,5,1,4,2,1,1,3,5,3,1,0,0,0,135820994
novarocks,tpc-ds,q48,4,4,0,4,2,5,2,1,1,0,4,0,1,0,5,0,471686
novarocks,tpc-ds,q49,6,6,0,3,0,9,6,3,3,5,6,6,3,0,9,0,1394359
novarocks,tpc-ds,q5,7,6,1,6,0,13,8,4,4,2,6,6,0,0,13,0,3167918
novarocks,tpc-ds,q50,4,4,0,4,4,5,2,1,1,2,4,1,0,0,5,0,2031359
novarocks,tpc-ds,q51,3,2,1,2,2,4,4,2,2,5,2,7,0,0,0,0,2475280
novarocks,tpc-ds,q52,2,2,0,2,1,3,2,1,1,2,2,1,0,0,3,0,2475280
novarocks,tpc-ds,q53,3,3,0,3,1,4,2,1,1,3,3,2,0,0,0,0,2363535
novarocks,tpc-ds,q54,7,7,0,7,5,11,6,1,1,1,7,1,3,0,11,0,2626419
novarocks,tpc-ds,q55,2,2,0,2,1,3,2,1,1,2,2,1,0,0,3,0,2475280
novarocks,tpc-ds,q56,12,12,0,12,3,15,8,4,4,2,12,4,0,0,15,0,2363586
novarocks,tpc-ds,q57,5,5,0,5,1,4,2,1,1,3,5,3,1,0,0,0,168154685
novarocks,tpc-ds,q58,14,14,0,14,8,15,6,3,3,2,14,3,0,0,15,0,2475280
novarocks,tpc-ds,q59,6,6,0,6,1,6,2,1,1,2,6,1,1,0,6,0,2660963222367
novarocks,tpc-ds,q6,6,6,0,5,3,7,5,2,2,2,6,2,1,0,7,0,2363777
novarocks,tpc-ds,q60,12,12,0,12,3,15,8,4,4,2,12,4,0,0,15,0,2363586
novarocks,tpc-ds,q61,11,11,0,11,3,13,4,2,2,1,11,0,2,0,13,0,2257066
novarocks,tpc-ds,q62,4,4,0,4,1,5,2,1,1,2,4,1,0,0,5,0,718668
novarocks,tpc-ds,q63,3,3,0,3,1,4,2,1,1,3,3,2,0,0,0,0,2363535
novarocks,tpc-ds,q64,19,19,0,19,6,19,4,2,2,1,19,2,2,0,19,0,1728720
novarocks,tpc-ds,q65,5,5,0,5,2,6,6,3,3,2,5,3,0,0,6,0,2626150
novarocks,tpc-ds,q66,8,8,0,8,2,10,6,3,3,2,8,3,0,0,10,0,1413253
novarocks,tpc-ds,q67,3,3,0,3,1,4,2,1,1,3,3,2,0,0,4,0,19020155
novarocks,tpc-ds,q68,6,6,0,6,2,7,2,1,1,2,6,1,0,0,7,0,2286736
novarocks,tpc-ds,q69,8,8,0,6,5,9,2,1,1,2,8,1,0,0,9,0,2626419
novarocks,tpc-ds,q7,4,4,0,4,1,5,2,1,1,2,4,1,0,0,5,0,2257560
novarocks,tpc-ds,q70,5,5,0,5,2,6,4,2,2,3,5,2,1,0,3,0,2626150
novarocks,tpc-ds,q71,5,5,0,5,4,8,2,1,1,1,5,1,1,0,8,0,2750311
novarocks,tpc-ds,q72,10,9,1,7,3,11,2,1,1,2,9,3,0,0,11,0,11745000
novarocks,tpc-ds,q73,4,4,0,4,2,5,2,1,1,1,4,1,1,0,5,0,2507765
novarocks,tpc-ds,q74,7,7,0,7,2,6,4,2,2,2,7,2,1,0,6,0,176776695296637
novarocks,tpc-ds,q75,10,10,0,7,3,12,2,1,1,2,10,4,1,0,12,0,571083415
novarocks,tpc-ds,q76,6,6,0,6,5,9,2,1,1,2,6,1,0,0,9,0,111745
novarocks,tpc-ds,q77,12,12,0,10,6,16,17,8,8,1,12,8,3,0,16,0,2626150
novarocks,tpc-ds,q78,8,8,0,3,0,9,6,3,3,2,8,3,0,0,9,0,2880404
novarocks,tpc-ds,q79,4,4,0,4,2,5,2,1,1,2,4,1,0,0,5,0,2394799
novarocks,tpc-ds,q8,4,4,0,4,2,6,4,2,2,2,4,4,0,0,6,0,27181618
novarocks,tpc-ds,q80,15,15,0,12,0,18,8,4,4,2,15,4,0,0,18,0,2257286
novarocks,tpc-ds,q81,5,5,0,4,2,5,4,2,2,2,5,2,1,0,5,0,179401332
novarocks,tpc-ds,q82,3,3,0,3,3,4,2,1,1,2,3,1,0,0,4,0,4294381
novarocks,tpc-ds,q83,14,14,0,14,8,15,6,3,3,2,14,3,0,0,15,0,249752
novarocks,tpc-ds,q84,5,5,0,5,4,6,0,0,0,2,5,0,0,0,6,0,1728720
novarocks,tpc-ds,q85,7,7,0,7,4,8,2,1,1,2,7,1,0,0,8,0,360068
novarocks,tpc-ds,q86,2,2,0,2,1,3,1,0,0,2,2,0,1,0,3,0,1736281
novarocks,tpc-ds,q87,6,6,0,6,3,9,8,4,4,0,6,3,1,0,9,0,2626419
novarocks,tpc-ds,q88,24,24,0,24,8,32,16,8,8,0,24,0,8,0,32,0,2508180
novarocks,tpc-ds,q89,3,3,0,3,1,4,2,1,1,3,3,2,0,0,0,0,2363535
novarocks,tpc-ds,q9,0,0,0,0,0,16,30,15,15,0,0,0,16,0,16,0,1058000
novarocks,tpc-ds,q90,6,6,0,6,2,8,4,2,2,1,6,0,2,0,8,0,718844
novarocks,tpc-ds,q91,6,6,0,6,4,7,2,1,1,1,6,1,1,0,7,0,124614
novarocks,tpc-ds,q92,4,3,1,4,4,5,4,2,2,1,3,2,1,0,5,0,719195
novarocks,tpc-ds,q93,2,2,0,1,0,3,2,1,1,2,2,1,0,0,3,0,2880404
novarocks,tpc-ds,q94,5,4,1,4,1,6,1,0,0,1,4,2,1,0,6,0,718843
